id,name,lat,lon
E01011515,Leeds 023D,53.8372637347387,-1.54063283971844
E01011516,Leeds 023E,53.8368864128167,-1.53461674925305
E01011517,Leeds 024B,53.837434685961,-1.52047259304225
E01011518,Leeds 093A,53.7632254239129,-1.58579434758188
E01011519,Leeds 095A,53.7627472876726,-1.62811298940917
E01011520,Leeds 096A,53.7615271670276,-1.63936490130758
E01011521,Leeds 096B,53.7596524786572,-1.66148218988106
E01011522,Leeds 095B,53.7573926331166,-1.61862400055856
E01011523,Leeds 096C,53.7522069173848,-1.64076988093629
E01011524,Leeds 093B,53.7594881888466,-1.59032346817437
E01011525,Leeds 095C,53.750954800413,-1.60313344909648
E01011526,Leeds 093C,53.7580382423233,-1.59825846823742
E01011527,Leeds 096D,53.7516641054327,-1.66598265838715
E01011528,Leeds 095D,53.7556682694337,-1.60598972910464
E01011529,Leeds 096E,53.7510660576521,-1.65076981900772
E01011530,Leeds 106A,53.7393144127584,-1.62852759455366
E01011531,Leeds 093D,53.7555220644484,-1.58512449805752
E01011532,Leeds 095E,53.7519030950608,-1.6103729547407
E01011533,Leeds 104A,53.7493023385341,-1.60041995231481
E01011534,Leeds 106B,53.7338671460498,-1.62183385555543
E01011535,Leeds 108A,53.7199804140528,-1.57451700686652
E01011536,Leeds 108B,53.7117883134336,-1.56154991561361
E01011537,Leeds 107A,53.7196938122688,-1.54219261947486
E01011538,Leeds 107B,53.7341009451591,-1.55880058644233
E01011540,Leeds 102B,53.74372427723,-1.57460092862635
E01011541,Leeds 104B,53.7432479563669,-1.60073780839661
E01011545,Leeds 104C,53.7394427515623,-1.60719064480857
E01011546,Leeds 106C,53.7284707375979,-1.61713719291993
E01011547,Leeds 104D,53.7369709121777,-1.59534951626263
E01011548,Leeds 106D,53.7238253127716,-1.59574980815623
E01011549,Leeds 108C,53.7281830589837,-1.57256701648066
E01011550,Leeds 106E,53.7305395367681,-1.58759573195984
E01011551,Leeds 107C,53.7263031885652,-1.52973517568816
E01011552,Leeds 107D,53.7251629487364,-1.56193704426258
E01011553,Leeds 108D,53.7288615658047,-1.5670618664672
